name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
Abdul Wasi,Afghanistan,--,--,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13256,Scores/bat_13256.csv,Scores/bow_13256.csv,1,2,0,12,9,6.0,70,17.14,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,53,23,0,0/23,0/23,2.6,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amir Hayat,United Arab Emirates,"Aug 28, 1982 (40 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13269,Scores/bat_13269.csv,Scores/bow_13269.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,9,6,3,31,24,10.33,73,42.47,0,0,0,1,1,4,2,0,3,3,1.5,6,50.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,449,382,11,3/19,3/19,5.1,34.73,40.82,0,0,4,4,84,103,6,2/16,2/16,7.36,17.17,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Scott Edwards,Netherlands,"Aug 23, 1996 (26 years)",Tonga,WK-Batsman,--,--,61,--,--,--,--,https://www.cricbuzz.com/profiles/13272,Scores/bat_13272.csv,Scores/bow_13272.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,25,23,3,774,86,38.7,904,85.62,0,0,9,55,7,51,44,15,614,42,21.17,507,121.1,0,0,0,56,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bas de Leede,Netherlands,"Nov 15, 1999 (23 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13273,Scores/bat_13273.csv,Scores/bow_13273.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,23,22,0,480,89,21.82,867,55.36,0,0,2,26,7,32,28,7,610,91,29.05,576,105.9,0,0,4,45,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,16,425,438,9,3/50,3/50,6.18,48.67,47.22,0,0,32,22,336,449,27,3/19,3/19,8.02,16.63,12.44,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Lalit Bhandari,Nepal,"Jul 22, 1996 (26 years)",Kanchanpur,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13277,Scores/bat_13277.csv,Scores/bow_13277.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,4,0.0,9,44.44,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,54,43,2,2/43,2/43,4.78,21.5,27.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ashfaq Ahmed,United Arab Emirates,"Mar 26, 1985 (37 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13278,Scores/bat_13278.csv,Scores/bow_13278.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,0,344,92,21.5,387,88.89,0,0,2,38,9,12,12,0,238,75,19.83,185,128.65,0,0,3,32,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,7,223,185,4,2/55,2/55,4.98,46.25,55.75,0,0,12,2,36,34,2,1/14,1/14,5.67,17.0,18.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Boota,United Arab Emirates,"Jan 05, 1983 (39 years)","Sialkot, Pakistan",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13279,Scores/bat_13279.csv,Scores/bow_13279.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,1,191,59,23.88,252,75.79,0,0,1,12,7,19,15,7,136,20,17.0,114,119.3,0,0,0,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,1,12,10,0,0/10,0/10,5.0,0.0,0.0,0,0,19,1,6,13,1,1/13,1/13,13.0,13.0,6.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Naim,Bangladesh,"Aug 22, 1999 (23 years)",Dhaka South,Batsman,--,--,--,68,--,--,--,https://www.cricbuzz.com/profiles/13281,Scores/bat_13281.csv,Scores/bow_13281.csv,1,2,0,24,24,12.0,103,23.3,0,0,0,1,0,2,1,0,1,1,1.0,2,50.0,0,0,0,0,0,35,35,1,815,81,23.97,788,103.43,0,0,4,76,17,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamie Grassi,Ireland,"Oct 09, 1998 (24 years)",Dublin,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13304,Scores/bat_13304.csv,Scores/bow_13304.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,0,58,20,14.5,63,92.06,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Neil Rock,Ireland,"Sep 24, 2000 (22 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13309,Scores/bat_13309.csv,Scores/bow_13309.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,0,7,5,3.5,23,30.43,0,0,0,0,0,13,8,1,52,22,7.43,56,92.86,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Blessing Muzarabani,Zimbabwe,"Oct 02, 1996 (26 years)",Harare,Bowler,--,--,--,--,58,53,74,https://www.cricbuzz.com/profiles/13316,Scores/bat_13316.csv,Scores/bow_13316.csv,6,11,4,102,30,14.57,208,49.04,0,0,0,17,1,33,27,8,64,17,3.37,179,35.75,0,0,0,5,1,34,14,9,19,8,3.8,38,50.0,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,6,9,1015,473,19,4/48,6/62,2.8,24.89,53.42,0,0,33,33,1604,1376,46,5/49,5/49,5.15,29.91,34.87,1,0,34,33,750,990,42,3/21,3/21,7.92,23.57,17.86,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Teja Nidamanuru,Netherlands,"Aug 22, 1994 (28 years)","Vijayawada, Andhra Pradesh",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13336,Scores/bat_13336.csv,Scores/bow_13336.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,1,141,58,20.14,163,86.5,0,0,1,7,3,6,3,0,30,21,10.0,42,71.43,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1,6,8,0,0/8,0/8,8.0,0.0,0.0,0,0,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aman Gandhi,Kenya,"May 05, 2000 (22 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13372,Scores/bat_13372.csv,Scores/bow_13372.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,1,86,50,43.0,98,87.76,0,0,1,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sachin Bhudia,Kenya,"Sep 24, 1998 (24 years)",--,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13376,Scores/bat_13376.csv,Scores/bow_13376.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,8,0,89,38,11.12,79,112.66,0,0,0,6,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,4,54,51,1,1/6,1/6,5.67,51.0,54.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sukhdeep Singh,Kenya,"Feb 11, 2001 (21 years)",--,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13378,Scores/bat_13378.csv,Scores/bow_13378.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,10,1,176,42,19.56,173,101.73,0,0,0,21,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,1,6,8,0,0/8,0/8,8.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Jasraj Kundi,Kenya,"Jul 06, 1999 (23 years)",--,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13379,Scores/bat_13379.csv,Scores/bow_13379.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,0,9,6,2.25,22,40.91,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,2,12,15,0,0/6,0/6,7.5,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Arshad Iqbal,Pakistan,"Dec 26, 2000 (21 years)",Swabi,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13392,Scores/bat_13392.csv,Scores/bow_13392.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,24,16,1,1/16,1/16,4.0,16.0,24.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Gerard Muthui,Kenya,"Oct 07, 1999 (23 years)",--,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13403,Scores/bat_13403.csv,Scores/bow_13403.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,3,3,0.0,3,100.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,36,17,1,1/6,1/6,2.83,17.0,36.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Liam Nicholas Roche,Zimbabwe,"Sep 14, 1999 (23 years)",Harare,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13408,Scores/bat_13408.csv,Scores/bow_13408.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,0,4,4,2.0,10,40.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,138,157,2,1/54,1/54,6.83,78.5,69.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dion Myers,Zimbabwe,"Mar 21, 2002 (20 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13415,Scores/bat_13415.csv,Scores/bow_13415.csv,1,2,0,53,27,26.5,153,34.64,0,0,0,1,3,5,5,0,96,34,19.2,157,61.15,0,0,0,9,0,8,8,0,139,35,17.38,116,119.83,0,0,0,12,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,13,0,0/13,0/13,4.33,0.0,0.0,0,0,5,1,12,13,1,1/13,1/13,6.5,13.0,12.0,0,0,8,2,30,54,0,0/12,0/12,10.8,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Rishiv Ragav Joshi,Canada,"Nov 04, 2000 (22 years)","Toronto, Ontario",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13425,Scores/bat_13425.csv,Scores/bow_13425.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,30,37,2,1/16,1/16,7.4,18.5,15.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Jan de Villiers,Namibia,"May 06, 2001 (21 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13436,Scores/bat_13436.csv,Scores/bow_13436.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,0,0,0.0,2,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,57,66,2,2/47,2/47,6.95,33.0,28.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jan Nicol Loftie-Eaton,Namibia,"Mar 15, 2001 (21 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13438,Scores/bat_13438.csv,Scores/bow_13438.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,21,19,4,548,73,36.53,731,74.97,0,0,5,40,6,22,17,2,165,28,11.0,167,98.8,0,0,0,14,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,13,286,220,7,2/12,2/12,4.62,31.43,40.86,0,0,22,11,145,176,3,2/21,2/21,7.28,58.67,48.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Ben Shikongo,Namibia,"May 08, 2000 (22 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13444,Scores/bat_13444.csv,Scores/bow_13444.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,2,4,2,0.0,12,33.33,0,0,0,0,0,22,1,0,0,0,0.0,1,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,120,120,3,2/41,2/41,6.0,40.0,40.0,0,0,22,21,300,320,17,2/4,2/4,6.4,18.82,17.65,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Simon Atai,Papua New Guinea,"Sep 19, 1999 (23 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13464,Scores/bat_13464.csv,Scores/bow_13464.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,15,12,3,90,25,10.0,173,52.02,0,0,0,6,0,16,11,3,64,28,8.0,59,108.47,0,0,0,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,2,48,35,0,0/8,0/8,4.38,0.0,0.0,0,0,16,9,90,110,3,1/6,1/6,7.33,36.67,30.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
KM Asif,India,"Jul 24, 1993 (29 years)","Edavanna, Malappuram",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13483,Scores/bat_13483.csv,Scores/bow_13483.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,49,93,4,2/43,2/43,11.39,23.25,12.25,0,0
Chetan Sakariya,India,"Feb 28, 1998 (24 years)",Bhavnagar,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13494,Scores/bat_13494.csv,Scores/bow_13494.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0.0,1,0.0,0,0,0,0,0,2,1,1,5,5,0.0,9,55.56,0,0,0,0,0,17,6,1,16,7,3.2,25,64.0,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,48,34,2,2/34,2/34,4.25,17.0,24.0,0,0,2,1,22,34,1,1/34,1/34,9.27,34.0,22.0,0,0,17,17,378,510,17,3/31,3/31,8.1,30.0,22.24,0,0
Semo Kamea,Papua New Guinea,--,--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13512,Scores/bat_13512.csv,Scores/bow_13512.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,10,8,4,9,5,2.25,30,30.0,0,0,0,1,0,9,4,2,2,2,1.0,8,25.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,435,415,10,3/36,3/36,5.72,41.5,43.5,0,0,9,9,186,273,9,3/28,3/28,8.81,30.33,20.67,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sudhesan Midhun,India,"Oct 07, 1994 (28 years)",Kayamkulam (Allapuzha District),Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13520,Scores/bat_13520.csv,Scores/bow_13520.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,27,0,0/27,0/27,13.5,0.0,0.0,0,0
Michael Jones,Scotland,"Jan 05, 1998 (24 years)","Ormskirk, Lancashire",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13527,Scores/bat_13527.csv,Scores/bow_13527.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,0,354,87,29.5,530,66.79,0,0,3,33,3,4,4,0,110,86,27.5,79,139.24,0,0,1,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mohsin Khan,India,"Jul 15, 1998 (24 years)","Sambhal, Uttar Pradesh",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13534,Scores/bat_13534.csv,Scores/bow_13534.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,3,2,23,13,23.0,16,143.75,0,0,0,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,198,197,14,4/16,4/16,5.97,14.07,14.14,0,0
Kuldip Yadav,India,"Oct 15, 1996 (26 years)",Delhi,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13537,Scores/bat_13537.csv,Scores/bow_13537.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0.0,4,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,16,0,0/16,0/16,8.0,0.0,0.0,0,0
Zeeshan Ali,Hong Kong,"Jun 16, 1989 (33 years)","Lahore, Punjab",WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13552,Scores/bat_13552.csv,Scores/bow_13552.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,8,2,134,42,22.33,122,109.84,0,0,0,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yasim Murtaza,Hong Kong,"Dec 04, 1990 (32 years)","Sialkot, Punjab",Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13554,Scores/bat_13554.csv,Scores/bow_13554.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,9,0,162,58,18.0,160,101.25,0,0,1,19,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,222,232,7,3/19,3/19,6.27,33.14,31.71,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Hassan Khan Mohammad,Hong Kong,"Sep 06, 2000 (22 years)",Hong Kong,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13557,Scores/bat_13557.csv,Scores/bow_13557.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,22,0,0/22,0/22,11.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Aarush Bhagwat,Hong Kong,"Sep 12, 2003 (19 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13559,Scores/bat_13559.csv,Scores/bow_13559.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,0,5,3,1.25,16,31.25,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nasrulla Rana,Hong Kong,"Sep 11, 2002 (20 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13560,Scores/bat_13560.csv,Scores/bow_13560.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,6,2,15,7,3.75,26,57.69,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,159,223,8,3/25,3/25,8.42,27.88,19.88,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Navneet Dhaliwal,Canada,"Oct 10, 1988 (34 years)","Chandigarh, Punjab",Batting Allrounder,--,--,--,61,--,--,--,https://www.cricbuzz.com/profiles/13565,Scores/bat_13565.csv,Scores/bow_13565.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,2,307,69,34.11,249,123.29,0,0,2,19,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,2,24,27,2,1/12,1/12,6.75,13.5,12.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Dillon Heyliger,Canada,"Oct 21, 1989 (33 years)","Suddie, Essequibo, Guyana",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13567,Scores/bat_13567.csv,Scores/bow_13567.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,11,8,129,24,43.0,88,146.59,0,0,0,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,348,466,15,3/16,3/16,8.03,31.07,23.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Kirton,Canada,"May 06, 1998 (24 years)",Barbados,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13568,Scores/bat_13568.csv,Scores/bow_13568.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,2,75,37,25.0,83,90.36,0,0,0,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
