name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
James Neesham,New Zealand,"Sep 17, 1990 (32 years)",Auckland,Batting Allrounder,--,--,84,--,--,--,--,https://www.cricbuzz.com/profiles/8983/james-neesham,Scores/bat_8983.csv,Scores/bow_8983.csv,12,22,1,709,137,33.76,1069,66.32,2,0,4,88,11,71,61,11,1409,97,28.18,1424,98.95,0,0,6,123,35,60,48,17,688,48,22.19,431,159.63,0,0,0,49,41,14,10,1,92,22,10.22,93,98.92,0,0,0,6,2,12,21,1076,675,14,3/42,3/42,3.76,48.21,76.86,0,0,71,67,2295,2320,69,5/27,5/27,6.07,33.62,33.26,2,0,60,40,495,753,25,3/16,3/16,9.13,30.12,19.8,0,0,14,13,216,334,8,3/12,3/12,9.28,41.75,27.0,0,0
Colin de Grandhomme,New Zealand,"Jul 22, 1986 (36 years)",Harare,Batting Allrounder,--,34,93,--,56,60,--,https://www.cricbuzz.com/profiles/8081/colin-de-grandhomme,Scores/bat_8081.csv,Scores/bow_8081.csv,29,44,7,1432,120,38.7,1780,80.45,2,0,8,141,41,45,35,7,742,74,26.5,699,106.15,0,0,4,58,29,41,39,7,503,59,15.72,365,137.81,0,0,3,27,30,25,21,5,303,40,18.94,225,134.67,0,0,0,18,18,29,53,4054,1615,49,6/41,7/64,2.39,32.96,82.73,1,0,45,45,1548,1230,30,3/26,3/26,4.77,41.0,51.6,0,0,41,21,321,461,12,2/22,2/22,8.62,38.42,26.75,0,0,25,19,216,319,6,3/4,3/4,8.86,53.17,36.0,0,0
Colin Munro,New Zealand,"Mar 11, 1987 (35 years)",Durban,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8085/colin-munro,Scores/bat_8085.csv,Scores/bow_8085.csv,1,2,0,15,15,7.5,26,57.69,0,0,0,3,0,57,53,2,1271,87,24.92,1214,104.7,0,0,8,137,36,65,62,7,1724,109,31.35,1102,156.44,3,0,11,132,107,13,12,0,177,40,14.75,141,125.53,0,0,0,19,8,1,1,108,40,2,2/40,2/40,2.22,20.0,54.0,0,0,57,25,552,481,7,2/10,2/10,5.23,68.71,78.86,0,0,65,12,118,186,4,1/12,1/12,9.46,46.5,29.5,0,0,13,2,12,15,0,0/7,0/7,7.5,0.0,0.0,0,0
Mitchell Santner,New Zealand,"Feb 05, 1992 (30 years)",Hamilton,Bowling Allrounder,--,--,83,--,91,22,12,https://www.cricbuzz.com/profiles/10100/mitchell-santner,Scores/bat_10100.csv,Scores/bow_10100.csv,24,32,1,766,126,24.71,1803,42.48,1,0,2,90,18,87,64,26,1057,67,27.82,1208,87.5,0,0,2,76,29,80,53,24,491,77,16.93,383,128.2,0,0,1,36,17,12,6,3,54,22,18.0,50,108.0,0,0,0,3,3,24,40,4037,1871,41,3/53,5/173,2.78,45.63,98.46,0,0,87,82,3952,3190,87,5/50,5/50,4.84,36.67,45.43,1,0,80,79,1646,1953,89,4/11,4/11,7.12,21.94,18.49,0,0,12,12,240,277,10,2/13,2/13,6.92,27.7,24.0,0,0
Tom Latham,New Zealand,"Apr 02, 1992 (30 years)","Christchurch, Canterbury",WK-Batsman,--,27,16,--,--,--,--,https://www.cricbuzz.com/profiles/8216/tom-latham,Scores/bat_8216.csv,Scores/bow_8216.csv,68,119,5,4623,264,40.55,9918,46.61,12,2,23,526,16,117,107,14,3382,145,36.37,3924,86.19,7,0,18,291,49,18,15,2,322,65,24.77,303,106.27,0,0,2,22,5,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,-,-,117,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tom Blundell,New Zealand,"Sep 01, 1990 (32 years)",Wellington,WK-Batsman,--,21,--,--,--,--,--,https://www.cricbuzz.com/profiles/10717/tom-blundell,Scores/bat_10717.csv,Scores/bow_10717.csv,20,33,4,1192,121,41.1,2483,48.01,3,0,7,158,2,2,2,0,31,22,15.5,35,88.57,0,0,0,4,0,7,6,2,59,30,14.75,75,78.67,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,20,1,18,13,0,0/13,0/13,4.33,0.0,0.0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trent Boult,New Zealand,"Jul 22, 1989 (33 years)",Rotorua,Bowler,--,--,--,--,11,1,19,https://www.cricbuzz.com/profiles/8117/trent-boult,Scores/bat_8117.csv,Scores/bow_8117.csv,78,94,46,759,52,15.81,1264,60.05,0,0,1,82,30,99,45,24,191,21,9.1,245,77.96,0,0,0,19,6,55,12,7,32,8,6.4,42,76.19,0,0,0,2,0,78,18,13,53,17,10.6,48,110.42,0,0,0,2,2,78,149,17417,8717,317,6/30,10/80,3.0,27.5,54.94,10,1,99,99,5453,4484,187,7/34,7/34,4.93,23.98,29.16,5,0,55,55,1257,1647,74,4/13,4/13,7.86,22.26,16.99,0,0,78,78,1789,2475,92,4/18,4/18,8.3,26.9,19.45,0,0
Matt Henry,New Zealand,"Dec 14, 1991 (30 years)","Christchurch, Canterbury",Bowler,--,--,--,--,47,4,--,https://www.cricbuzz.com/profiles/9067/matt-henry,Scores/bat_9067.csv,Scores/bow_9067.csv,17,22,5,312,66,18.35,446,69.96,0,0,2,47,5,65,25,8,223,48,13.12,240,92.92,0,0,0,19,9,6,2,1,10,10,10.0,5,200.0,0,0,0,2,0,2,-,-,-,-,-,-,-,-,-,-,-,-,17,33,3943,2133,53,7/23,9/55,3.25,40.25,74.4,1,0,65,63,3408,2955,116,5/30,5/30,5.2,25.47,29.38,2,0,6,6,132,191,7,3/44,3/44,8.68,27.29,18.86,0,0,2,2,30,71,1,1/31,1/31,14.2,71.0,30.0,0,0
Tim Southee,New Zealand,"Dec 11, 1988 (33 years)","Whangarei, Northland",Bowler,--,--,--,--,16,29,14,https://www.cricbuzz.com/profiles/1057/tim-southee,Scores/bat_1057.csv,Scores/bow_1057.csv,88,125,10,1855,77,16.13,2240,82.81,0,0,5,187,76,151,90,33,707,55,12.4,731,96.72,0,0,1,55,26,106,42,18,261,39,10.88,187,139.57,0,0,0,18,16,52,20,7,120,36,9.23,107,112.15,0,0,0,8,4,88,166,20089,10061,347,7/64,10/108,3.0,28.99,57.89,14,1,151,149,7606,6882,204,7/33,7/33,5.43,33.74,37.28,3,0,106,104,2311,3144,134,5/18,5/18,8.16,23.46,17.25,1,0,52,52,1170,1663,45,3/20,3/20,8.53,36.96,26.0,0,0
Ish Sodhi,New Zealand,"Oct 31, 1992 (30 years)","Ludhiana, India",Bowler,--,--,--,--,--,69,24,https://www.cricbuzz.com/profiles/8561/ish-sodhi,Scores/bat_8561.csv,Scores/bow_8561.csv,17,25,4,448,63,21.33,851,52.64,0,0,3,51,7,37,17,4,137,25,10.54,169,81.07,0,0,0,6,7,88,21,7,125,19,8.93,114,109.65,0,0,0,8,7,8,2,0,7,6,3.5,17,41.18,0,0,0,0,0,17,31,3186,1992,41,4/60,7/79,3.75,48.59,77.71,0,0,37,36,1831,1666,48,4/58,4/58,5.46,34.71,38.15,0,0,88,86,1843,2467,111,4/28,4/28,8.03,22.23,16.6,0,0,8,8,181,202,9,3/26,3/26,6.7,22.44,20.11,0,0
Lockie Ferguson,New Zealand,"Jun 13, 1991 (31 years)",Auckland,Bowler,--,--,--,--,--,33,47,https://www.cricbuzz.com/profiles/10692/lockie-ferguson,Scores/bat_10692.csv,Scores/bow_10692.csv,1,2,2,1,1,0.0,9,11.11,0,0,0,0,0,47,20,9,80,19,7.27,163,49.08,0,0,0,4,1,28,6,4,21,14,10.5,15,140.0,0,0,0,0,2,35,9,7,67,24,33.5,45,148.89,0,0,0,6,2,1,1,66,47,0,0/47,0/47,4.27,0.0,0.0,0,0,47,47,2495,2343,81,5/45,5/45,5.63,28.93,30.8,1,0,28,28,596,732,41,5/21,5/21,7.37,17.85,14.54,1,0,35,35,765,1075,36,4/28,4/28,8.43,29.86,21.25,0,0
Naresh Bahadur Budayair,Nepal,"Oct 15, 1991 (31 years)",Kanchanpur,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9962/naresh-bahadur-budayair,Scores/bat_9962.csv,Scores/bow_9962.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,1,7,5,3.5,19,36.84,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rajesh Pulami,Nepal,"Aug 27, 1992 (30 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10204/rajesh-pulami,Scores/bat_10204.csv,Scores/bow_10204.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,0,52,25,8.67,89,58.43,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gyanendra Malla,Nepal,"Sep 16, 1990 (32 years)",Nepal,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9966/gyanendra-malla,Scores/bat_9966.csv,Scores/bow_9966.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,1,709,75,28.36,1065,66.57,0,0,6,70,12,37,32,1,603,59,19.45,560,107.68,0,0,1,54,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,2,18,18,1,1/6,1/6,6.0,18.0,18.0,0,0,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Anil Mandal,Nepal,"Feb 05, 1991 (31 years)","Janakpur, Nepal",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10205/anil-mandal,Scores/bat_10205.csv,Scores/bow_10205.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,11,9,5.5,25,44.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sharad Vesawkar,Nepal,"Oct 06, 1988 (34 years)",United Arab Emirates,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9971/sharad-vesawkar,Scores/bat_9971.csv,Scores/bow_9971.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,1,66,55,22.0,151,43.71,0,0,1,5,0,17,15,3,270,40,22.5,272,99.26,0,0,0,21,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,36,21,2,2/21,2/21,3.5,10.5,18.0,0,0,17,1,12,16,0,0/16,0/16,8.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Paras Khadka,Nepal,"Oct 24, 1987 (35 years)",Nepal,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9958/paras-khadka,Scores/bat_9958.csv,Scores/bow_9958.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,1,315,115,35.0,398,79.15,1,0,1,40,5,27,26,3,620,106,26.96,510,121.57,1,0,2,56,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,9,372,243,9,4/26,4/26,3.92,27.0,41.33,0,0,27,23,294,329,5,1/3,1/3,6.71,65.8,58.8,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Amrit Bhattarai,Nepal,"Dec 30, 1990 (31 years)",Nepal,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9985/amrit-bhattarai,Scores/bat_9985.csv,Scores/bow_9985.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2,2,2.0,3,66.67,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,12,1,1/12,1/12,4.0,12.0,18.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Shakti Gauchan,Nepal,"Apr 22, 1984 (38 years)","Rupandehi, Nepal",Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9963/shakti-gauchan,Scores/bat_9963.csv,Scores/bow_9963.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,9,9,0.0,44,20.45,0,0,0,0,0,9,5,2,13,6,4.33,43,30.23,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,24,15,0,0/15,0/15,3.75,0.0,0.0,0,0,9,8,180,169,8,3/9,3/9,5.63,21.12,22.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Avinash Karn,Nepal,"Feb 04, 1995 (27 years)",--,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9964/avinash-karn,Scores/bat_9964.csv,Scores/bow_9964.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,4,4,4.0,7,57.14,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,48,49,1,1/31,1/31,6.12,49.0,48.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Basant Regmi,Nepal,"Apr 06, 1986 (36 years)",Bhairahawa,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9968/basant-regmi,Scores/bat_9968.csv,Scores/bow_9968.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,0,13,12,3.25,47,27.66,0,0,0,2,0,14,9,3,22,11,3.67,52,42.31,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,174,117,4,2/49,2/49,4.03,29.25,43.5,0,0,14,14,295,308,20,4/16,4/16,6.26,15.4,14.75,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sagar Pun,Nepal,"Mar 01, 1993 (29 years)",--,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9969/sagar-pun,Scores/bat_9969.csv,Scores/bow_9969.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,3,3,3.0,20,15.0,0,0,0,0,0,9,9,0,90,20,10.0,100,90.0,0,0,0,13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,9,8,141,131,6,3/26,3/26,5.57,21.83,23.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Pradeep Airee,Nepal,"Sep 01, 1992 (30 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9959/pradeep-airee,Scores/bat_9959.csv,Scores/bow_9959.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,0,79,29,7.18,93,84.95,0,0,0,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Binod Bhandari,Nepal,"Jan 25, 1990 (32 years)",Kanchanpur,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9961/binod-bhandari,Scores/bat_9961.csv,Scores/bow_9961.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,17,14,0,275,59,19.64,461,59.65,0,0,1,24,3,28,22,6,263,58,16.44,242,108.68,0,0,2,19,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Subash Khakurel,Nepal,"Apr 07, 1993 (29 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9965/subash-khakurel,Scores/bat_9965.csv,Scores/bow_9965.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,0,97,50,16.17,193,50.26,0,0,1,6,1,8,8,0,112,56,14.0,139,80.58,0,0,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Karan KC,Nepal,"Oct 10, 1991 (31 years)","Sigana V.D.C, Baglung",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10203/karan-kc,Scores/bat_10203.csv,Scores/bow_10203.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,28,21,2,204,42,10.74,268,76.12,0,0,0,16,10,36,24,7,245,45,14.41,163,150.31,0,0,0,13,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,28,1204,998,43,5/33,5/33,4.97,23.21,28.0,2,0,36,36,718,917,53,5/21,5/21,7.66,17.3,13.55,1,0,-,-,-,-,-,-,-,-,-,-,-,-
Jitendra Mukhiya,Nepal,"Nov 22, 1992 (30 years)",Nepal,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9967/jitendra-mukhiya,Scores/bat_9967.csv,Scores/bow_9967.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,3,2,6,5,6.0,12,50.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,156,168,10,3/18,3/18,6.46,16.8,15.6,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sompal Kami,Nepal,"Feb 02, 1996 (26 years)",Gulmi,Bowler,--,--,--,--,--,100,--,https://www.cricbuzz.com/profiles/9970/sompal-kami,Scores/bat_9970.csv,Scores/bow_9970.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,32,26,6,362,61,18.1,538,67.29,0,0,1,24,7,38,23,8,202,40,13.47,184,109.78,0,0,0,15,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,1470,1228,50,5/33,5/33,5.01,24.56,29.4,1,0,38,38,763,874,35,3/20,3/20,6.87,24.97,21.8,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Riaan Walters,Namibia,"Aug 10, 1980 (42 years)",Namibia,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7693/riaan-walters,Scores/bat_7693.csv,Scores/bow_7693.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,0,0,0.0,5,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sarel Burger,Namibia,"Feb 13, 1983 (39 years)",Windhoek,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7706/sarel-burger,Scores/bat_7706.csv,Scores/bow_7706.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,11,6,5.5,20,55.0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,66,67,0,0/32,0/32,6.09,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gerrie Snyman,Namibia,"Apr 30, 1981 (41 years)",Windhoek,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7701/gerrie-snyman,Scores/bat_7701.csv,Scores/bow_7701.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,0,5,5,1.25,9,55.56,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,288,281,6,3/69,3/69,5.85,46.83,48.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stefan Swanepoel,Namibia,"Dec 02, 1981 (41 years)",Namibia,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7694/stefan-swanepoel,Scores/bat_7694.csv,Scores/bow_7694.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,0,43,23,8.6,94,45.74,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jan-Berrie Burger,Namibia,"Aug 25, 1981 (41 years)","Newcastle, South Africa",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7695/jan-berrie-burger,Scores/bat_7695.csv,Scores/bow_7695.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,0,199,85,33.17,198,100.51,0,0,1,25,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,96,104,3,1/18,1/18,6.5,34.67,32.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Burton van Rooi,Namibia,"Jul 09, 1982 (40 years)",Namibia,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7707/burton-van-rooi,Scores/bat_7707.csv,Scores/bow_7707.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,26,17,26.0,38,68.42,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,120,119,1,1/24,1/24,5.95,119.0,120.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louis Burger,Namibia,"Mar 12, 1978 (44 years)",Namibia,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7698/louis-burger,Scores/bat_7698.csv,Scores/bow_7698.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,1,11,5,2.2,62,17.74,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,330,297,6,3/39,3/39,5.4,49.5,55.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morne Karg,Namibia,"Jul 12, 1977 (45 years)",Windhoek,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7700/morne-karg,Scores/bat_7700.csv,Scores/bow_7700.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,0,45,41,22.5,65,69.23,0,0,0,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Danie Keulder,Namibia,"Aug 02, 1973 (49 years)",Namibia,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7696/danie-keulder,Scores/bat_7696.csv,Scores/bow_7696.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,0,132,52,22.0,220,60.0,0,0,1,11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bjorn Kotze,Namibia,"Dec 11, 1978 (43 years)",Windhoek,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7703/bjorn-kotze,Scores/bat_7703.csv,Scores/bow_7703.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,1,27,24,9.0,51,52.94,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,258,276,3,2/51,2/51,6.42,92.0,86.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
